avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate
1149,405,169.7,509.4,60851,186818,8.9,48.17522937,"(54545.6, 61494.5]",42.7,41.5,43.6,"Butler County, Pennsylvania",2.42,55.6,8.9,32,,10.3,34.9,21.1,60.8,5.9,81,64.7,58.5,27.6,11.2,55.70519362,4.004308281
979,366,168.5,488.3,42703,136411,15.3,109.9618066,"(40362.7, 42724.4]",44.4,42.7,46.2,"Cambria County, Pennsylvania",2.28,48.5,9.1,32.4,,8.9,46.3,12,50.2,8.5,72.3,,45.8,39.9,17.6,47.39754633,4.763561711
43,14,159.6,560.4,40257,4732,14.2,0,"(37413.8, 40362.7]",49.9,48.3,51.3,"Cameron County, Pennsylvania",2.2,48.7,11.1,47.1,,9.2,48.7,11.7,54.2,4.5,71.1,48,44,44.4,18.2,45.52995392,3.510758777
439,177,191.8,496.1,49252,63960,13,78.17385866,"(48021.6, 51046.4]",45,43.9,46.4,"Carbon County, Pennsylvania",2.48,52.7,9.4,39.7,,6.8,46.2,9.6,54.5,8.6,71.8,51.9,45.2,37.6,17.4,52.33971496,3.33234816
626,208,142.4,442.6,51573,160580,17.9,392.3278117,"(51046.4, 54545.6]",30.3,29.3,31.8,"Centre County, Pennsylvania",2.47,40.6,3.7,23.5,61.9,10.9,31.6,21.7,55.2,5.1,83.5,69.8,59.5,21.4,8.4,46.5592921,3.704047746
2688,894,159.1,486.2,85613,515939,7.3,149.2424492,"(61494.5, 125635]",40.1,38.8,41.2,"Chester County, Pennsylvania",2.66,55.9,11.4,28.6,,14.4,23.2,29.3,64.7,5.9,82.4,68.9,61.6,21.9,9.3,58.35469775,4.919274098
248,92,179.4,495.4,43202,39498,15.1,0,"(42724.4, 45201]",40.3,39.4,41.1,"Clarion County, Pennsylvania",2.39,50,8.9,30.1,,5.4,47,12.3,51.7,8.1,70.6,52.7,46.4,36.2,16.8,50.2590019,4.792232199
516,212,183,473.5,40230,80994,16.5,0,"(37413.8, 40362.7]",43.9,42.3,45.7,"Clearfield County, Pennsylvania",2.38,52.1,22,41.6,,7.2,50.9,9.2,50.3,7.8,66.2,47.7,42.1,41.6,21.8,52.7799604,4.179907113
232,98,196.6,486,44224,39441,17.4,0,"(42724.4, 45201]",38.1,37.5,38.6,"Clinton County, Pennsylvania",2.52,48.4,10.6,29.2,51.3,8.8,45.6,11.3,55,6.1,69.3,51.8,47.2,36.7,17.4,51.3855096,4.785376874
424,151,175.2,515.2,46938,66672,14.3,14.9988001,"(45201, 48021.6]",40.1,39.3,41.1,"Columbia County, Pennsylvania",2.4,48.1,8,27.1,58.5,6.4,45.7,13.2,,5.7,77.6,61.6,56.3,30.3,13.7,50.05348002,4.087548063
551,224,191.8,481.8,43969,86484,14.9,0,"(42724.4, 45201]",42.4,41.4,43.2,"Crawford County, Pennsylvania",2.42,52.2,16.1,36.6,,4.6,45,12.4,53.4,7.2,64.9,47.4,41.7,38.6,19.5,52.06362979,6.020996295
1332,473,154.6,460.3,62692,246338,9.1,105.5460384,"(61494.5, 125635]",40.8,39.4,42.1,"Cumberland County, Pennsylvania",2.38,52.6,11.5,22.8,,8.6,35,20.3,61.4,5.6,81.4,64.6,57.6,26.6,10.5,52.66284523,4.691477538
1417,534,169.1,457.2,52967,272983,13.4,725.3198917,"(51046.4, 54545.6]",39.6,38.1,41.1,"Dauphin County, Pennsylvania",2.41,47.3,18.3,35.4,34.2,12,34.8,17.6,,7.1,72.4,56.7,51.7,32.4,16.2,44.48062907,5.830835519
3395,1270,187.4,525.2,62867,563894,11,150.73755,"(61494.5, 125635]",38.9,36.9,40.6,"Delaware County, Pennsylvania",2.65,45.9,11,30.7,,12.1,31.8,21.1,59.8,8.2,76,,54.6,29,14.6,47.82182055,5.543922993
235,93,189.9,514.8,46965,30872,10.5,0,"(45201, 48021.6]",46.4,45.4,47.5,"Elk County, Pennsylvania",2.34,53.2,13.2,47.5,,8.2,50.4,11.6,57.5,5.2,75,55.2,49.9,35.2,16,50.40018121,4.291640077
1566,620,182.5,478.6,45476,278045,16.4,39.56194141,"(45201, 48021.6]",38.8,37.3,40.5,"Erie County, Pennsylvania",2.43,46.7,12.1,31.8,45.5,10.6,40,16.9,57.1,8,69.6,53.8,48.1,36.7,19.4,46.11948988,4.900650039
932,394,198.7,495.6,36902,133628,20.2,97.28500015,"(34218.1, 37413.8]",44.2,42.1,45.8,"Fayette County, Pennsylvania",2.41,47.6,18.7,42,31.5,7.9,49.9,9.7,48.1,8.4,65.5,,43.7,41.3,21.9,46.48961979,5.078382982
49,22,206.5,462.1,37794,7410,21.9,134.9527665,"(37413.8, 40362.7]",43.3,37,59.6,"Forest County, Pennsylvania",1.86,33.3,34.2,58.2,,0.3,53.6,5.7,17.6,4.8,68.2,35.8,29.6,56.2,18.9,49.84802432,1.652892562
877,323,162.2,468.5,50434,153638,11.9,97.63209623,"(48021.6, 51046.4]",40.9,39.9,42,"Franklin County, Pennsylvania",2.56,55,18.5,47.2,27.9,6.4,43.9,12,58.9,6.9,72.6,55.1,48.6,31,13.3,55.20744408,4.842223007
88,34,177.5,458.9,48084,14629,13.3,0,"(48021.6, 51046.4]",43.2,42.4,44.3,"Fulton County, Pennsylvania",2.46,58,17.8,48.8,,5.9,51.1,8,55.4,7.5,70.9,52.5,47,37.5,17.9,56.30872483,4.970178926
240,95,193.5,501.4,49897,37519,16.5,0,"(48021.6, 51046.4]",502.8,40.7,43.5,"Greene County, Pennsylvania",2.33,49.4,10.7,42.9,38.3,8.1,47.3,11.6,46.6,6.4,71.4,54.5,49.9,36.2,17,50.06252605,6.037875061
248,105,172.7,423.7,44531,45668,15.1,0,"(42724.4, 45201]",42.5,40.7,44.1,"Huntingdon County, Pennsylvania",2.36,51.4,9.9,50.5,34.3,5.2,51.7,9.1,48.6,8.1,70.5,51.5,45.9,38.2,17.9,55.09433962,6.823375775
457,172,151.6,425.1,42611,86966,17,34.49623991,"(40362.7, 42724.4]",38.9,37.1,40.8,"Indiana County, Pennsylvania",2.41,48.4,7.1,22,64.8,6.1,43.9,13.5,52.9,7.8,73.2,56.3,49.1,31.1,13.4,50.63562432,4.149417541
304,120,183.2,495.4,43810,44430,13.3,0,"(42724.4, 45201]",43.6,42.2,45.1,"Jefferson County, Pennsylvania",2.38,54.5,16.3,44.9,30.9,7.9,51.2,9.7,54.2,6.4,67.8,50.6,45.3,37,17.9,52.48119487,6.414368185
124,54,162.9,393.5,48944,24737,12.3,0,"(48021.6, 51046.4]",43,42.2,43.9,"Juniata County, Pennsylvania",2.61,56.3,24.4,47.1,,3.8,51,8,56.2,5.7,69.6,52.3,46.5,31.9,13.1,56.92536996,5.734425605
1370,549,178.3,482.8,45098,211917,15.4,127.4083721,"(42724.4, 45201]",42.3,40.4,43.8,"Lackawanna County, Pennsylvania",2.41,45.8,11,23.5,,12,37.7,16.3,55.5,6.9,72.5,55.6,50.6,35.1,17,44.9714232,3.545136747
2737,1032,157.6,449.7,57369,536624,10.5,59.63207013,"(54545.6, 61494.5]",38.4,37.1,39.6,"Lancaster County, Pennsylvania",2.64,54.8,18.9,35.9,37.5,7.8,38.2,16.4,62.4,6.1,70.6,56.2,50.1,29.5,15,56.86991246,6.226276831
620,255,186.1,493.6,44903,88082,13.2,1146.658795,"(42724.4, 45201]",44.4,42.4,45.9,"Lawrence County, Pennsylvania",2.38,50.7,12.8,34.4,,8.7,45,13.2,53.7,7,68.4,50.5,44.9,39.9,20.3,49.46891725,4.727253413
814,321,172.8,471.7,53861,137067,10.9,0,"(51046.4, 54545.6]",41.1,39.6,42.4,"Lebanon County, Pennsylvania",2.54,52.4,17.7,34,,9.2,43.9,12,60.2,6.9,71.2,54,48.1,33.1,15.3,52.66229169,5.989257845
2001,741,168.4,484,58283,360685,12.8,177.4401486,"(54545.6, 61494.5]",39.5,38.1,40.7,"Lehigh County, Pennsylvania",2.6,48.3,13.6,33.5,,9.5,33.1,17.3,59.9,8.5,70,55.9,50.4,32.8,17.9,48.97730666,5.408652416
2153,836,181.1,500,44222,318449,15.8,191.5534356,"(42724.4, 45201]",42.9,40.9,44.6,"Luzerne County, Pennsylvania",2.39,45.5,12.9,31.3,,9.9,39.5,13.3,55.6,7.8,70.8,,47.4,37.1,18.1,44.48372859,5.103967071
766,280,178.5,521.8,45211,116048,16,146.4911071,"(45201, 48021.6]",496.8,39.2,43.1,"Lycoming County, Pennsylvania",2.42,49,11.9,35.3,44.7,8.1,41.1,13,56.9,7.7,71.9,55.2,49.8,34.4,17.2,49.22668061,5.48894218
260,101,170.4,465.6,44723,42412,16.6,0,"(42724.4, 45201]",42.4,40.8,44.2,"McKean County, Pennsylvania",2.29,45.4,15.6,35.4,,6.9,48.2,10,51.8,9.1,70.4,50.7,46.4,39.1,18.5,44.56321839,6.282490875
792,320,186.7,501.6,43559,114234,14.6,122.5554563,"(42724.4, 45201]",43.8,41.9,45.3,"Mercer County, Pennsylvania",2.37,49.3,15,37.8,,7.1,44.4,13.9,52.7,6.8,69.5,51.5,46,38,19.2,49.96487068,4.669101054
304,113,168.3,485.2,40957,46500,16.3,559.1397849,"(40362.7, 42724.4]",43.5,42.2,44.5,"Mifflin County, Pennsylvania",2.46,53,24.8,44.5,,5.7,50.2,8.2,53.2,6.4,63.3,44.3,39.5,39.6,18.9,51.21833921,5.671766053
866,334,180,460.1,59492,166397,13.3,24.03889493,"(54545.6, 61494.5]",41.8,40.9,42.5,"Monroe County, Pennsylvania",2.89,49.6,9.7,35.3,,6.7,36.6,14.9,56,12,70.6,55,48.5,31.6,16,55.42524041,4.318836947
4749,1672,161.8,490.8,79576,819264,7.1,239.2391219,"(61494.5, 125635]",41.1,39.5,42.5,"Montgomery County, Pennsylvania",2.57,53.9,11.4,28.8,,17.9,24.8,26.3,64,6.4,83.4,68.4,60,24.3,9.6,55.17681595,4.502231194
124,41,152.6,490.8,54547,18557,11.2,0,"(54545.6, 61494.5]",42.9,40.6,46.3,"Montour County, Pennsylvania",0.0241,49.9,14.4,45.6,25.7,14.2,39.8,15.9,55.4,6.6,77.6,,53.8,32.1,13.7,49.33604336,3.59080341
1931,677,172.7,525.7,61510,300813,10,365.6756856,"(61494.5, 125635]",41.8,40,43.2,"Northampton County, Pennsylvania",2.56,51.4,9.3,28.7,,9.1,35.3,17.2,59.2,7.3,77.1,60.3,54.2,30.1,13.5,53.42832095,4.239802406
620,248,177.5,471.7,40429,93246,15.9,0,"(40362.7, 42724.4]",525.6,41.6,46.2,"Northumberland County, Pennsylvania",2.27,50.4,22,40.2,,7.9,50.3,9.4,52.7,7.2,71.8,,46.5,37,16,47.97968254,5.713833492
259,103,189.7,479.1,54920,45685,8.7,0,"(54545.6, 61494.5]",42.1,41,43.2,"Perry County, Pennsylvania",2.49,57,16.8,48.7,,5.8,46,10.6,62.2,6.3,76.2,59.3,54.2,27.5,11.1,56.83162842,5.221317107
8236,3303,211.7,533.5,39037,1567442,25.8,742.6112099,"(37413.8, 40362.7]",33.7,32.2,35.2,"Philadelphia County, Pennsylvania",2.59,29.3,14.3,30.1,,12.6,33.8,14.9,51.4,13.9,55.7,44.1,38.8,41.3,27.6,27.45994321,5.282605624
346,120,157.4,461.5,58375,55949,10.6,71.49368175,"(54545.6, 61494.5]",46,45.4,46.6,"Pike County, Pennsylvania",2.66,55,13.1,32.1,46.2,8.6,35.8,14.7,51.9,11.6,72.5,53.7,48.3,35.9,16.1,58.48474785,5.499704317
114,52,191.9,456.5,40323,17093,14.3,0,"(37413.8, 40362.7]",45.8,44.5,46.8,"Potter County, Pennsylvania",2.57,52.1,15,45.4,31.9,7.7,48.2,9.2,49.5,6.9,67.2,46.4,40.7,40.6,18.5,52.76653171,6.77146312
992,409,186.6,485.5,43169,144590,13.5,186.7349056,"(42724.4, 45201]",43.8,42,45.6,"Schuylkill County, Pennsylvania",2.38,48.7,16.3,41.8,,8.6,47.7,9.8,52.2,8.8,71.6,52.3,47.8,36.7,16.6,48.41855381,4.779878415
224,78,159.2,474.1,49117,40444,13.1,0,"(48021.6, 51046.4]",39.3,37.9,40.7,"Snyder County, Pennsylvania",2.62,52.7,12.6,31,52.8,3.6,46,10,60,5,70.1,53.9,48.9,29.6,13.4,58.05982551,4.883318928
494,189,159.4,455.9,45706,75522,13.5,39.72352427,"(45201, 48021.6]",45.3,43.6,47.1,"Somerset County, Pennsylvania",2.42,54,13,44.3,34.2,8.4,49.3,9.9,51.6,6.9,72.3,52.7,47.1,37.2,16.4,56.74735811,5.627676205
59,21,186.2,538.3,44191,6328,14.4,0,"(42724.4, 45201]",51.8,50.4,53.1,"Sullivan County, Pennsylvania",0.0222,52.1,28.6,41.8,25.5,4,49.1,9.8,46.2,8.7,74.2,49.4,40.9,39.2,13.8,51.59235669,4.06278855
258,100,163.6,434.1,49552,41666,12.8,0,"(48021.6, 51046.4]",46.4,45.4,47.3,"Susquehanna County, Pennsylvania",2.41,55.5,17.7,40.1,,7,46.7,10.8,54.4,7.7,71.5,53,45.8,34.3,14.9,54.01155144,4.344746163
275,104,174.7,487.3,47360,41877,16.3,0,"(45201, 48021.6]",43,42.5,43.7,"Tioga County, Pennsylvania",2.47,52.2,12,37.8,,5.5,44.6,12,52.6,7.4,69.5,51.6,46.4,36.5,16.9,52.9829631,6.635885322
227,81,144.9,432.9,47996,44954,13.4,578.3689994,"(45201, 48021.6]",38.6,37.4,40.6,"Union County, Pennsylvania",2.38,47,6.9,16.2,,6.3,41.2,12.3,46.7,6.1,73,54.4,49.3,31.3,13.8,54.37784929,4.739182301
369,160,199.4,487.7,43810,53119,16.2,244.7335228,"(42724.4, 45201]",45.4,43.9,46.9,"Venango County, Pennsylvania",2.38,53.5,17.9,46.5,,7.2,49.7,10.7,53.2,8.1,67.3,48.1,43.3,41.3,20.3,51.88666456,5.128205128
295,113,179.3,496.8,44651,40396,14.1,0,"(42724.4, 45201]",46.2,44.9,47.2,"Warren County, Pennsylvania",2.35,54.4,18.6,41.8,,9.3,47.2,11.7,,6.6,73.5,51.8,47,36.9,14.8,52.2468299,5.312538077
1356,561,186.3,482.5,55796,208261,10.7,96.03334278,"(54545.6, 61494.5]",44.2,42.7,45.4,"Washington County, Pennsylvania",2.42,52.5,10.3,33.9,45.7,10,39.3,18.1,58,6.5,77.7,59.5,53.3,32.5,13.3,52.24566809,4.918324654
321,139,179.4,437.2,48663,51198,13.9,39.06402594,"(48021.6, 51046.4]",46.5,44.8,48.6,"Wayne County, Pennsylvania",2.47,51.1,13.7,48.5,,6.4,44.3,11.7,48.6,7.8,69.9,50.9,44.5,39.6,19,54.49083187,3.971422568
2461,982,175.3,476.6,53536,357956,10.1,61.46006772,"(51046.4, 54545.6]",46.1,44.4,47.5,"Westmoreland County, Pennsylvania",2.33,53.7,11.6,30.1,,12.9,38.9,17.1,57.6,5.6,77,57.2,51,35,14.7,52.32680439,3.999144854
189,71,191.7,529.8,55882,27800,10.9,0,"(54545.6, 61494.5]",43.1,41.8,44.2,"Wyoming County, Pennsylvania",2.52,51.1,15.7,35,,7.7,48.2,12.2,56.5,7.6,73.3,55.1,48.3,35.1,16.2,51.57885074,4.585798817
2467,883,170.2,488.7,58471,442867,10.2,85.80454177,"(54545.6, 61494.5]",40.7,39.5,41.9,"York County, Pennsylvania",2.57,52.6,14.4,40.4,,9,41,14.9,61.8,7.3,75.1,60,54.7,30.1,15,53.48532996,4.689714916
306,104,142.2,473.2,68246,49084,8,0,"(61494.5, 125635]",43.9,41.9,45.5,"Bristol County, Rhode Island",2.38,52.4,4.9,23.7,,11.7,22.4,23.9,60.7,6.8,80.8,,55.4,27,11.1,54.26127527,4.448655477
1034,410,184.1,491.8,61923,164801,9.3,42.47547042,"(61494.5, 125635]",43.5,41.4,45.2,"Kent County, Rhode Island",2.38,49.7,11.1,29.7,,15,28.6,19.4,63.2,8.2,78.3,,57.8,29.9,12.6,47.69150052,5.275186191
518,193,164,469,69203,82423,9.5,72.79521493,"(61494.5, 125635]",43.9,42,45.6,"Newport County, Rhode Island",2.27,49.7,10,28.1,,17.1,23.1,26.4,59.2,6.9,79,59.3,48.7,30.1,11,46.93813131,2.872784433
3257,1254,173.6,473.3,47278,633473,18.3,336.2416393,"(45201, 48021.6]",37.1,35.4,38.7,"Providence County, Rhode Island",2.53,40.8,12.3,27.7,,11.7,28.8,16.2,58.8,9.5,63.9,51.4,45.9,35.7,21.3,39.9972302,4.931882987
765,265,162.2,492.3,70705,126517,10.4,23.7122284,"(61494.5, 125635]",519.6,42,44.5,"Washington County, Rhode Island",2.42,51.1,6.2,28.5,,12.9,23.3,25.8,61.1,6.4,81.7,65,57.3,27.3,11.2,52.94568639,3.127101547
143,61,183.7,430.9,35525,24932,21.4,0,"(34218.1, 37413.8]",43.3,40.7,44.9,"Abbeville County, South Carolina",2.52,46.8,11.2,40,,3.2,37.5,8.6,45.9,10.7,56.6,41.8,37.6,43.8,25.9,47.29969706,5.823783581
753,330,164.3,384.5,48537,165829,16.6,6.03030833,"(48021.6, 51046.4]",40.9,39.3,42.3,"Aiken County, South Carolina",2.53,49.9,17.2,33.8,,6.7,31,15.9,52.8,9.9,65.2,48.3,43.4,35.8,18.8,48.94044517,5.643104513
49,23,197.6,400.8,25530,9433,39.9,0,"[22640, 34218.1]",38.7,35.6,44.3,"Allendale County, South Carolina",2.58,30,15.8,29.9,,3.6,39.4,10,35.5,22.6,47.9,31,28.1,47.8,30.1,30.93245666,8.631578947
1069,409,177.3,475.4,43124,194692,16.7,246.5432581,"(42724.4, 45201]",40.5,39.7,41.6,"Anderson County, South Carolina",2.55,52,20.9,30.1,,6.6,31.5,12.6,53.7,9.2,63,49.1,44.1,35.2,19.8,51.34890507,6.330413359
91,39,187.5,437.6,30349,14880,29.7,0,"[22640, 34218.1]",40.3,38.6,41.4,"Bamberg County, South Carolina",2.41,37.7,17.1,24,,0,25.2,12.5,44,10.9,47.1,28.7,24.3,48.2,28.5,38.23678433,10.6400665
101,55,212.1,396.7,32205,21725,27,0,"[22640, 34218.1]",39.8,38.7,41.1,"Barnwell County, South Carolina",2.61,42.8,19.5,37.5,,2.2,37.5,9.1,,14.7,54.8,,30.7,43.4,25.6,41.15532119,5.998421468
1000,352,146.9,442.1,55427,179589,12.9,66.81923726,"(54545.6, 61494.5]",42.8,40,45.6,"Beaufort County, South Carolina",2.51,54.4,13.2,43.4,,7.9,23.4,23.1,50.2,7.2,66.7,45,31,38.4,16.8,54.08412277,6.319887594
786,287,175.8,462,52436,202786,13.7,0,"(51046.4, 54545.6]",35.3,33.6,36.5,"Berkeley County, South Carolina",2.75,49.7,15.6,34.8,,7.7,31.1,14.7,56.1,9.9,66.7,50.4,42.4,30.4,16.2,51.73547733,5.662000797
93,30,150.9,468,41209,14781,19.3,0,"(40362.7, 42724.4]",45.3,44.2,46.5,"Calhoun County, South Carolina",2.45,53.3,19.4,35.3,,4.5,37.2,11,52.4,8.6,60.8,43.8,39.8,38.2,18.9,47.81021898,5.434122647
1760,668,173.7,462.1,52752,389262,16.8,452.1376348,"(51046.4, 54545.6]",36.5,35.3,38,"Charleston County, South Carolina",2.44,42.5,10.6,23.3,,13.8,21.6,25.9,60.1,7.7,68.4,54.4,45,28.8,15,41.13486198,4.774692859
312,120,187.8,494.2,38947,56194,22.3,88.9774709,"(37413.8, 40362.7]",38.8,38.3,39.3,"Cherokee County, South Carolina",2.68,47.2,22.7,28.7,,7.5,36.9,10.3,47.8,10.6,56.4,42.4,36.9,40.5,24.5,46.51854017,6.428359096
197,86,215.6,492.8,37537,32267,22.5,0,"(37413.8, 40362.7]",41.2,40.1,42.4,"Chester County, South Carolina",2.61,41.2,25.2,33,,2.4,36.5,9.3,47.4,13.8,54.9,42.2,37.1,42.8,26.7,41.38070246,6.686006354
228,109,206.2,428.1,34949,46017,26.4,0,"(34218.1, 37413.8]",41,39.8,41.8,"Chesterfield County, South Carolina",2.52,47.8,26.5,39.4,,4.8,39.6,7.7,,10.3,52.7,,36.1,40.7,26.8,45.68305405,4.348232654
217,90,194.1,479.9,32268,33775,27,0,"[22640, 34218.1]",42.8,40.1,45.3,"Clarendon County, South Carolina",2.47,42.9,34,35.9,,1,36.4,9.2,40.9,16.2,52,32.8,28,48.4,25.9,43.203404,6.157946416
225,105,211.7,459,35558,37731,23,53.00681138,"(34218.1, 37413.8]",41.7,41.3,42.3,"Colleton County, South Carolina",2.53,42.9,31.7,39.1,,2.5,37.9,8.8,49.2,12.4,48.8,34.4,28.3,45.3,29,40.72695275,6.084407972
369,168,206.8,451.3,35640,67548,25.3,0,"(34218.1, 37413.8]",40.8,39,42.2,"Darlington County, South Carolina",2.52,45.1,21.3,33.6,38.9,6.1,36.5,11.6,48.1,15.9,55.5,41.9,37.6,40.9,24.6,43.48336299,6.092582124
150,73,204.7,425.3,30516,31234,29.8,0,"[22640, 34218.1]",37.8,35.3,39.3,"Dillon County, South Carolina",2.69,41.4,29.6,40.7,,1.8,38.9,6.2,44.8,13.2,45.2,32,28,49.1,32.1,41.0109432,5.525568182
618,210,172.9,483.1,56388,152478,12.8,6.558323168,"(54545.6, 61494.5]",35.8,35,36.7,"Dorchester County, South Carolina",2.77,51,18.2,34.3,,7.5,29.2,15.8,59.5,8,70.3,,46,28.3,15,52.13282937,5.952316445
123,48,157.8,399.8,44129,26514,17.5,0,"(42724.4, 45201]",42.1,40.7,43.9,"Edgefield County, South Carolina",2.6,45.6,26.8,36.2,,6.8,36.3,11.4,45.9,8.9,65,,45.6,34.9,19.2,48.85664028,3.616566206
138,62,201.9,460.4,35490,22747,23.1,0,"(34218.1, 37413.8]",44.1,43.5,44.8,"Fairfield County, South Carolina",2.52,45,14,53.6,30.2,2.2,39.8,8.6,46,12.8,52.4,,34.7,43.2,26.3,44.17130145,2.009646302
677,297,195.5,443.6,42232,138900,19.5,158.387329,"(40362.7, 42724.4]",38.2,36.4,39.5,"Florence County, South Carolina",2.61,46.1,17.2,29.9,,6.7,33.7,13.9,,12.1,59.7,46.5,41.6,38.6,23.5,45.28902347,5.663639027
431,173,190.9,484.6,44283,61298,19.6,81.56872981,"(42724.4, 45201]",47.5,45.2,49.1,"Georgetown County, South Carolina",2.55,50.1,15.1,41.4,39.4,4,31.3,15.4,45.7,11.2,56.3,,29,43.9,21.4,49.90664517,5.073731567
2249,860,175.4,461.7,49659,491863,14.7,1099.899769,"(48021.6, 51046.4]",37.7,36.5,38.7,"Greenville County, South Carolina",2.58,50.5,15,29.9,,12.3,26.3,20.7,58.6,7.6,66.7,,48.1,29.3,16.5,50.47870034,5.183355631
92,45,183.2,389.4,48140,17460,16.2,0,"(48021.6, 51046.4]",42.6,39.9,44.3,"Burleson County, Texas",2.67,54.9,19.1,34,,5.3,36.4,10,53.7,7.5,61.2,44,39.4,34.8,15.8,54.53835338,3.641536273
250,101,160,419.3,53203,45463,14,0,"(51046.4, 54545.6]",44.1,42.6,45.2,"Burnet County, Texas",2.58,55.9,23.2,39.8,,3.9,31.9,15.6,52.4,5.1,61.3,44.2,36.5,37.5,19.2,55.08264463,4.124513619
161,63,159.3,412.1,47227,40522,16,0,"(45201, 48021.6]",35.6,33.6,37.4,"Caldwell County, Texas",2.85,45.8,20.8,51.2,,3.3,36,11.1,53.5,5.2,53.5,,37.1,32.2,19,50.6545659,4.685714286
107,47,182.1,435.6,46705,21895,17.3,0,"(45201, 48021.6]",38.1,37.7,38.7,"Calhoun County, Texas",2.68,54.3,22.9,36.8,36.6,3.7,31.8,10.7,56.5,7.2,61.2,48.1,44.4,31.9,18.6,52.47685764,7.088398929
76,42,215.5,403.3,40796,13557,16.3,0,"(40362.7, 42724.4]",43.5,42.1,44.7,"Callahan County, Texas",2.55,52.2,18.1,48.8,,3.8,38.7,10.8,47.5,5.4,56.1,31.6,24.5,33.4,16.9,50.46463114,6.774774775
1348,490,131.2,368.1,32215,422156,34.5,9.475170316,"[22640, 34218.1]",31.2,29.2,33,"Cameron County, Texas",3.42,48.9,22.9,33.7,,2.9,24,11.8,49.5,10,34.8,28.6,24.6,38.8,28.9,52.47363684,6.202803162
71,29,182.2,466,37801,12682,23.9,0,"(37413.8, 40362.7]",37.8,36.4,39.4,"Camp County, Texas",2.81,50.3,27,33.2,,1.1,36.5,9.9,52.5,8.5,51.7,40.4,35.6,35.8,23.3,51.29767547,9.097345133
25,11,136.9,305.1,58425,5969,8.6,0,"(54545.6, 61494.5]",40.7,40.4,41.1,"Carson County, Texas",2.62,58,26.7,24.7,,5.4,28.4,15.4,61.5,1.7,74.1,61.1,55,23.4,9.4,58.61317052,6.235912847
164,80,179,374.4,39256,30313,19.1,0,"(37413.8, 40362.7]",43.3,41.5,45,"Cass County, Texas",2.56,50.7,13.7,43,,3.5,44,9.7,49.3,9.2,54.8,39.5,34.6,39.7,21.5,50.08125909,3.991528185
33,14,163.3,376.9,42966,7656,19.4,0,"(42724.4, 45201]",34.6,34.4,34.7,"Castro County, Texas",3.14,52.5,27.3,38.2,32.3,2.3,33.1,9.4,57.2,4.7,42,30.4,22.8,35.4,23,59.29628149,7.665301346
145,55,183,445.8,77281,38863,10.7,0,"(61494.5, 125635]",36.2,36.3,36.1,"Chambers County, Texas",2.84,62,23.2,44.1,,0.9,31.8,13.4,53.9,7.8,63.5,53.7,50.3,26.5,16.6,63.99600553,5.775206257
270,105,174.1,454.8,38465,51542,20.1,0,"(37413.8, 40362.7]",37.6,36.5,39.2,"Cherokee County, Texas",2.74,50.2,23.4,32.7,41.3,2.6,33.4,12.1,50.2,6.4,53.2,39.4,33.9,38.1,22.5,51.83033448,5.031504818
34,15,192.3,441.6,39025,7088,22,0,"(37413.8, 40362.7]",34.6,31.6,37.3,"Childress County, Texas",2.44,49.2,35.1,35.3,,5.6,40.1,11.6,45,5.2,64.6,45.5,41.1,38.2,18.6,53.82685069,12.14642263
61,25,167.3,421.4,50993,10360,13.5,0,"(48021.6, 51046.4]",45.7,43.8,46.7,"Clay County, Texas",2.51,59.7,20.9,33.2,,5.3,39.5,11,54,6.8,65.3,45.1,38.2,35.1,16.3,57.76652195,4.377431907
15,7,187.5,437.3,39870,2953,20.7,0,"(37413.8, 40362.7]",34.9,34.6,35.4,"Cochran County, Texas",2.79,52,41.7,26.6,,0,29.7,7.4,52.8,8.5,43.6,31.8,25.4,35.3,21.6,52.91262136,7.357357357
25,9,151.8,448.8,41593,3238,14.9,0,"(40362.7, 42724.4]",49.3,46.3,52.9,"Coke County, Texas",1.95,64.7,16.5,24.7,,25.9,33.5,14.3,56.5,3.1,69.3,46.6,42.1,33.3,10.6,53.65396627,0
53,26,182.5,394.5,37497,8338,22.6,0,"(37413.8, 40362.7]",47.1,47,47.3,"Coleman County, Texas",2.49,61.5,33.6,37.9,,2.1,41.1,9.2,46.7,8.2,46.8,28.9,25,44.3,22.8,57.94419971,3.569230769
16,8,187.2,389.8,38655,3044,19.3,0,"(37413.8, 40362.7]",37,36.1,39.4,"Collingsworth County, Texas",2.7,58.6,51.4,15.1,11.4,22.2,32.7,10.9,58.3,5.2,50.6,,30.7,37.1,21.6,58.61136159,4.744525547
117,54,177.4,393.8,46484,20870,16,0,"(45201, 48021.6]",43.6,42.6,45.1,"Colorado County, Texas",2.67,54.6,23.1,35.6,,11.9,38.8,14,,4.2,64,,42.6,31.7,16.5,56.86300118,6.179775281
